beta,seed,x0,zero_count,max_abs,unit_error
2.0,14,0.009631659847157428,0,1283461.9411617257,2.220446049250313e-16
2.0,15,-0.604427026808909,0,192479.1846580386,2.220446049250313e-16
2.0,16,-0.9643826645574325,0,555385.8976237127,2.220446049250313e-16
2.0,17,-3.7375930910696074,0,592001.1938652224,2.220446049250313e-16
2.0,18,-2.5313054931729133,0,319659.8816581496,2.220446049250313e-16
2.0,19,2.314621699886576,0,628338.0653414549,2.220446049250313e-16
2.0,20,-0.5912628284451082,0,461660.8432282869,2.220446049250313e-16
2.0,21,-0.14064418175025586,0,1250055.7451087101,2.220446049250313e-16
2.0,22,0.12304863382405079,0,1048898.6645113206,2.220446049250313e-16
2.0,23,1.0333228852244096,0,127791.44165764206,2.220446049250313e-16
2.0,24,-1.309059249029997,0,392522.93599642586,2.220446049250313e-16
2.0,25,-2.8622673755376202,0,574074.6210988865,2.220446049250313e-16
2.0,26,2.700781378651943,0,358876.18190198287,2.220446049250313e-16
2.0,27,1.9194573145000344,0,9740224.918751705,2.220446049250313e-16
2.0,28,0.9522629173312438,0,1241374.733076029,2.220446049250313e-16
2.0,29,0.899028070886905,0,453880.62074563984,2.220446049250313e-16
2.0,30,-6.998482896227256,0,898230.6238837384,2.220446049250313e-16
2.0,31,-7.322695254297415,0,402461.25361508393,2.220446049250313e-16
2.0,32,0.90973994071464,0,176892.09941978074,2.220446049250313e-16
2.0,33,-2.1241294787776654,0,514553.2556595321,2.220446049250313e-16
2.0,34,-3.635251355123948,0,318797.56743593037,2.220446049250313e-16
2.0,35,-5.571938925368534,0,944310.6062594155,2.220446049250313e-16
2.0,36,-0.2134850330597344,0,1569074.3597327527,2.220446049250313e-16
2.0,37,0.3885852925227071,0,697571.7330930794,2.220446049250313e-16
2.0,38,-1.1785044684289627,0,6173182.6212016875,2.220446049250313e-16
2.0,39,-4.44730351818163,0,682663.566000574,2.220446049250313e-16
2.0,40,-7.320325268491019,0,1003887.7724075349,2.220446049250313e-16
2.0,41,0.48377013341016456,0,878292.987147575,2.220446049250313e-16
2.0,42,-0.6144041374689538,0,3206235.2931080023,2.220446049250313e-16
2.0,43,0.32939556619021776,0,4868658.823201605,2.220446049250313e-16
2.0,44,-1.931213414373704,0,3292892.084108924,2.220446049250313e-16
2.0,45,2.614257585504967,0,4143893.571614392,2.220446049250313e-16
2.0,46,0.47859334290177014,0,728072.4530880775,2.220446049250313e-16
2.0,47,0.22346243359230378,0,1739352.3663094128,2.220446049250313e-16
2.0,48,-12.012382467865068,0,1971477.3293438968,2.220446049250313e-16
2.0,49,-36.69385143344349,0,1156457.9797894203,2.220446049250313e-16
2.0,50,0.5476403403447251,0,375170.31408783334,2.220446049250313e-16
2.0,51,0.59812083522268,0,609354.324370719,2.220446049250313e-16
2.0,52,-0.24052325064188737,0,217463.23302222887,2.220446049250313e-16
2.0,53,-0.38525176791040383,0,762488.5006699418,2.220446049250313e-16
2.0,54,-1.396276024359691,0,588810.6144329511,2.220446049250313e-16
2.0,55,-2.895290666109734,0,9082469.718927534,2.220446049250313e-16
2.0,56,-0.649117679261147,0,2365547.2669048687,2.220446049250313e-16
2.0,57,0.4638482942220102,0,3079278.884556921,2.220446049250313e-16
2.0,58,0.36104545455834874,0,298665.9073901726,2.220446049250313e-16
2.0,59,2.379644328252752,0,4537923.194026091,2.220446049250313e-16
2.0,60,-0.05019534069478666,0,6581612.727716526,2.220446049250313e-16
2.0,61,-0.7401709356511706,0,297432.9300622232,2.220446049250313e-16
2.0,62,-1.5385925201277728,0,167830.0711637181,2.220446049250313e-16
2.0,63,0.6012027421231617,0,871454.0756211163,2.220446049250313e-16
